id,carat,y,cut,color,clarity
873,1.9,7.52,5,5,7
874,0.7,5.67,3,2,5
875,0.51,5.15,3,4,6
876,0.31,4.43,2,3,2
877,1.52,7.39,2,4,5
878,1.2,6.93,1,6,7
879,0.38,4.66,3,3,4
880,0.51,5.16,2,5,6
881,0.9,6.02,5,2,6
882,0.44,5.01,3,2,4
883,0.24,4.0,3,3,5
884,0.3,4.37,2,1,7
885,0.84,6.09,3,2,7
886,0.55,5.3,2,5,5
887,0.53,5.18,6,7,5
888,0.73,5.78,3,4,2
889,0.43,4.79,1,1,7
890,0.44,4.88,1,5,5
891,0.71,5.66,1,3,5
892,0.72,5.81,2,4,6
893,0.35,4.53,6,7,6
894,1.03,6.49,2,5,3
895,0.57,5.42,1,3,6
896,0.5,5.09,1,1,5
897,1.22,6.97,1,4,1
898,0.63,5.49,2,1,3
899,0.7,5.52,6,1,4
900,0.7,5.79,2,2,5
901,0.66,5.66,2,5,6
902,0.4,4.66,2,3,3
903,0.5,4.92,5,4,7
904,0.38,4.65,1,5,4
905,0.51,5.24,2,2,4
906,1.51,7.33,2,5,5
907,0.42,4.79,3,1,6
908,0.34,4.46,2,4,5
909,0.31,4.37,1,4,4
910,1.26,6.95,2,4,7
911,0.41,4.8,1,2,7
912,2.01,8.03,6,4,6
913,1.01,6.41,1,3,5
914,1.2,6.7,2,6,7
915,1.49,7.38,2,3,3
916,0.71,5.54,3,3,6
917,1.21,6.75,2,6,5
918,0.32,4.4,2,4,5
919,0.37,4.61,3,3,6
920,0.3,4.35,2,1,6
921,0.7,5.68,1,1,7
922,1.03,6.51,2,7,6
923,1.01,6.39,2,4,3
924,1.01,6.37,1,2,5
925,2.01,8.0,1,7,6
926,0.54,5.23,1,5,4
927,0.5,5.1,3,1,4
928,0.34,4.49,2,4,2
929,0.33,4.44,3,4,3
930,0.31,4.36,1,3,5
931,1.02,6.44,2,3,7
932,0.39,4.71,3,7,2
933,0.35,4.56,2,3,5
934,0.34,4.48,3,5,4
935,1.51,7.33,2,5,6
936,1.05,6.48,3,4,5
937,0.78,5.98,2,3,7
938,0.5,5.01,6,1,6
939,1.02,6.45,1,1,1
940,0.3,4.33,2,4,3
941,1.0,6.39,2,3,4
942,1.29,6.95,1,5,7
943,1.22,6.88,2,2,4
944,0.82,6.04,2,7,5
945,0.38,4.67,6,2,6
946,0.42,4.76,1,1,6
947,0.38,4.57,1,5,5
948,0.6,5.43,2,2,2
949,0.71,5.68,3,1,6
950,0.33,4.43,3,2,5
951,1.0,6.36,6,2,7
952,0.31,4.35,2,2,2
953,1.03,6.43,3,7,7
954,0.46,4.98,3,2,6
955,1.01,6.35,3,6,6
956,0.71,5.67,1,5,4
957,1.13,6.78,1,5,4
958,1.2,6.91,1,4,4
959,0.3,4.32,2,3,4
960,0.51,5.07,1,1,6
961,1.41,7.15,1,1,7
962,0.9,6.22,2,4,5
963,2.01,7.89,1,7,2
964,0.37,4.65,1,7,5
965,1.14,6.67,1,6,6
966,0.43,4.83,3,1,6
967,0.41,4.75,2,3,5
968,2.29,8.43,2,7,7
969,1.52,7.47,3,7,6
970,0.31,4.31,1,2,6
971,1.01,6.36,2,5,6
972,1.06,6.67,1,4,6
973,0.46,4.83,1,4,4
974,1.64,7.52,2,6,5
975,0.59,5.41,2,3,6
976,0.27,4.12,2,2,4
977,0.5,5.08,2,3,3
978,1.13,6.42,5,5,8
979,0.35,4.5,1,5,2
980,0.72,5.73,2,5,4
981,1.0,6.38,6,3,5
982,0.31,4.32,1,5,3
983,0.9,6.29,1,3,6
984,0.31,4.27,6,4,4
985,1.02,6.45,3,1,5
986,0.41,4.71,3,2,7
987,0.54,5.29,2,6,6
988,1.01,6.28,6,3,7
989,2.56,8.76,2,7,6
990,0.81,5.92,1,4,4
991,0.96,5.9,5,4,6
992,0.56,5.35,2,4,4
993,1.25,7.08,3,7,4
994,0.52,5.12,2,1,7
995,1.22,7.02,2,4,7
996,2.08,8.18,1,5,8
997,1.02,6.46,3,1,7
998,0.37,4.66,2,4,7
999,1.29,6.97,1,6,5
1000,1.24,7.03,3,3,3
1001,1.53,7.3,2,6,4
1002,1.59,7.65,3,4,6
1003,0.51,5.1,2,1,7
1004,0.3,4.34,2,4,1
1005,0.59,5.41,2,1,6
1006,0.3,4.32,1,5,6
1007,0.72,5.78,1,2,7
1008,1.06,6.47,1,1,7
1009,0.58,5.45,1,4,3
1010,2.0,8.09,1,7,7
1011,0.4,4.71,2,6,5
1012,0.32,4.48,1,3,5
1013,0.51,5.05,1,2,2
1014,0.79,6.08,3,3,6
1015,0.7,5.68,3,2,4
1016,0.57,5.26,1,3,6
1017,0.7,5.71,3,3,5
1018,0.5,5.05,6,2,5
1019,0.51,5.16,2,5,5
1020,1.5,7.23,3,3,5
1021,2.02,8.14,2,7,5
1022,1.07,6.55,2,4,3
1023,1.15,6.65,2,4,5
1024,0.74,5.89,1,4,4
1025,0.41,4.78,2,4,6
1026,0.33,4.46,2,1,6
1027,0.74,5.86,2,6,4
1028,1.11,6.63,3,2,4
1029,1.16,6.68,1,4,6
1030,1.01,6.43,1,1,7
1031,2.03,8.02,1,7,7
1032,1.04,6.47,1,2,7
1033,0.51,5.18,2,2,6
1034,2.03,7.94,6,7,3
1035,0.34,4.47,1,1,6
1036,0.31,4.3,6,4,1
1037,0.43,4.86,2,1,7
1038,2.34,8.43,1,6,8
1039,0.95,6.37,1,6,6
1040,1.04,6.44,1,3,7
1041,0.9,6.08,3,3,6
1042,0.9,6.06,3,1,6
1043,0.46,4.93,2,7,2
1044,0.55,5.23,2,1,7
1045,0.41,4.76,1,4,3
1046,1.0,6.44,2,2,5
1047,0.43,4.87,2,5,6
1048,0.52,5.11,1,1,6
1049,0.56,5.28,2,3,5
1050,0.55,5.3,1,3,6
1051,0.5,5.09,2,2,3
1052,1.1,6.66,1,2,6
1053,0.8,5.95,2,3,4
1054,0.3,4.38,2,5,3
1055,0.28,4.24,2,6,3
1056,0.9,6.15,3,6,4
1057,0.71,5.68,1,5,4
1058,0.34,4.52,2,1,6
1059,0.3,4.35,2,3,1
1060,0.4,4.66,3,2,2
1061,0.31,4.4,2,1,5
1062,1.5,7.15,5,2,7
1063,0.33,4.4,1,3,6
1064,0.63,5.52,2,3,3
1065,0.61,5.44,2,3,7
1066,0.3,4.38,2,3,1
1067,0.38,4.68,3,6,6
1068,0.42,4.83,2,3,2
1069,2.12,8.16,2,5,7
1070,0.77,5.85,3,6,5
1071,1.2,6.74,3,3,7
1072,2.01,8.1,2,4,7
1073,1.01,6.42,2,3,8
1074,1.01,6.59,2,2,7
1075,0.31,4.36,2,1,5
1076,0.3,4.29,2,4,5
1077,1.0,6.6,6,3,6
1078,1.51,7.45,3,4,6
1079,0.5,5.04,1,3,7
1080,1.0,6.41,1,6,4
1081,0.3,4.3,6,7,4
1082,1.16,6.69,2,4,5
1083,1.21,6.69,3,5,6
1084,1.3,6.96,2,3,7
1085,1.23,6.85,3,5,8
1086,0.98,6.27,2,3,6
1087,0.83,6.09,1,2,6
1088,0.91,6.17,1,1,7
1089,0.31,4.27,3,3,6
1090,1.01,6.35,6,5,6
1091,0.55,5.29,2,3,5
1092,0.31,4.32,1,5,2
1093,0.42,4.86,1,3,3
1094,0.53,5.22,2,2,5
1095,0.37,4.69,2,5,6
1096,0.3,4.33,3,3,5
1097,0.35,4.58,2,5,6
1098,0.9,6.24,2,2,6
1099,0.74,5.88,1,1,6
1100,0.55,5.27,2,2,6
1101,0.8,5.95,2,5,4
1102,0.75,5.85,2,5,6
1103,1.2,6.87,2,1,5
1104,1.7,7.5,6,1,5
1105,1.06,6.52,1,2,5
1106,1.05,6.54,2,5,6
1107,1.01,6.35,3,3,7
1108,0.31,4.33,1,6,2
1109,0.33,4.49,3,2,7
1110,0.7,5.84,1,1,6
1111,0.3,4.25,2,4,2
1112,0.28,4.16,2,2,3
1113,1.58,7.6,2,4,6
1114,1.12,6.76,3,5,7
1115,1.51,7.37,2,6,6
1116,1.7,7.75,1,6,7
1117,0.71,5.8,3,4,6
1118,0.38,4.66,2,2,7
1119,0.32,4.41,3,5,4
1120,0.36,4.56,1,2,4
1121,0.9,5.67,5,4,6
1122,0.71,5.61,1,4,7
1123,1.01,6.38,6,3,7
1124,0.74,5.87,2,3,7
1125,0.41,4.79,2,2,5
1126,0.58,5.4,2,7,6
1127,0.3,4.32,3,4,4
1128,1.14,6.61,3,2,4
1129,1.02,6.41,1,6,6
1130,0.76,5.9,2,5,4
1131,0.23,3.93,3,4,5
1132,0.3,4.28,2,3,2
1133,1.02,6.43,6,2,6
1134,0.72,5.75,2,2,6
1135,1.51,7.34,2,6,6
1136,0.52,5.19,2,6,6
1137,1.49,7.28,2,3,8
1138,1.08,6.57,2,1,5
1139,0.72,5.8,2,7,6
1140,1.8,7.8,3,7,6
1141,0.52,5.22,2,2,6
1142,0.71,5.72,3,5,3
1143,0.35,4.56,1,2,7
1144,0.31,4.29,6,3,5
1145,1.83,7.81,1,2,7
1146,0.59,5.43,3,2,5
1147,0.33,4.42,2,4,4
1148,1.01,6.45,2,2,6
1149,0.44,4.92,2,2,6
1150,0.7,5.63,1,4,5
1151,0.75,5.83,1,1,7
1152,1.59,7.34,6,4,6
1153,0.34,4.46,1,6,6
1154,1.11,6.68,2,6,6
1155,1.26,6.9,2,7,6
1156,0.9,6.3,1,2,6
1157,1.0,6.42,1,4,4
1158,0.73,5.81,1,1,6
1159,1.03,6.48,1,3,4
1160,0.26,4.08,6,2,3
1161,0.54,5.2,3,3,4
1162,0.93,6.27,2,5,4
1163,1.11,6.64,2,5,7
1164,0.52,5.18,3,2,5
1165,0.51,5.12,6,2,5
1166,0.52,5.19,2,2,5
1167,1.05,6.66,3,2,2
1168,0.23,3.94,6,3,3
1169,0.3,4.19,3,3,6
1170,0.3,4.3,2,4,6
1171,1.07,6.52,2,4,4
1172,0.3,4.32,2,1,3
1173,0.31,4.36,2,5,3
1174,0.4,4.77,3,3,6
1175,0.3,4.38,3,1,4
1176,0.31,4.34,2,3,2
1177,1.53,7.45,1,4,2
1178,0.32,4.38,2,4,4
1179,0.38,4.65,2,2,4
1180,1.01,6.41,3,6,5
1181,0.71,5.76,2,2,4
1182,2.01,8.22,2,3,7
1183,0.5,5.15,2,1,3
1184,0.3,4.31,2,2,5
1185,0.3,4.24,3,3,6
1186,0.4,4.68,6,1,7
1187,2.01,6.64,5,4,6
1188,0.51,5.21,2,1,5
1189,0.54,5.27,2,4,6
1190,0.3,4.31,3,6,6
1191,1.01,6.43,2,5,6
1192,1.52,7.3,3,6,6
1193,0.7,5.71,1,5,6
1194,0.31,4.31,2,6,4
1195,1.82,7.47,5,5,8
1196,0.91,6.22,2,4,7
1197,1.04,6.47,1,7,7
1198,0.3,4.35,2,2,3
1199,1.0,6.35,3,3,7
1200,1.0,6.31,6,1,5
1201,0.51,5.14,2,4,3
1202,0.7,5.67,3,6,4
1203,0.52,5.2,2,2,5
1204,1.54,7.45,2,4,4
1205,0.26,4.18,2,2,3
1206,0.38,4.65,2,1,7
1207,0.3,4.34,2,2,5
1208,0.6,5.51,2,1,6
1209,1.01,6.48,2,4,3
1210,0.26,4.11,2,2,2
1211,0.76,5.9,2,3,7
1212,1.04,6.51,3,4,5
1213,1.04,6.62,1,1,7
1214,1.22,6.8,5,3,7
1215,1.2,6.75,3,4,5
1216,0.31,4.4,1,1,4
1217,0.54,5.22,1,7,5
1218,0.43,4.87,1,2,7
1219,1.37,7.12,3,5,4
1220,0.7,5.65,6,4,7
1221,0.7,5.41,5,2,6
1222,0.9,6.1,6,4,5
1223,0.42,4.89,1,4,5
1224,0.44,4.9,2,2,5
1225,0.32,4.32,2,5,4
1226,0.3,4.31,1,4,4
1227,1.02,6.46,1,6,7
1228,0.3,4.31,3,5,2
1229,0.3,4.35,1,5,2
1230,0.72,5.67,3,6,7
1231,0.32,4.36,1,5,2
1232,0.7,5.85,3,3,5
1233,0.47,5.06,1,4,6
1234,0.32,4.44,2,1,5
1235,0.4,4.68,3,4,5
1236,0.41,4.71,2,2,6
1237,0.74,5.76,3,2,7
1238,1.01,6.37,1,1,6
1239,1.25,6.91,1,2,4
1240,0.55,5.35,6,3,4
1241,0.72,5.81,1,3,6
1242,0.71,5.69,3,7,5
1243,0.87,6.17,3,7,6
1244,0.4,4.83,3,4,4
1245,0.3,4.28,2,2,5
1246,1.01,6.4,6,4,6
1247,0.56,5.27,2,4,4
1248,1.5,7.23,1,5,6
1249,0.47,5.08,2,3,5
1250,1.06,6.49,3,2,6
1251,1.38,7.14,2,4,4
1252,1.5,7.16,3,3,6
1253,0.3,4.28,1,6,2
1254,0.52,5.17,2,6,5
1255,0.51,5.16,2,4,3
1256,1.1,6.6,2,6,7
1257,0.46,5.0,6,4,4
1258,0.34,4.5,1,4,6
1259,1.58,7.45,3,6,6
1260,0.5,5.06,1,2,6
1261,0.51,5.2,1,4,4
1262,0.36,4.61,2,3,5
1263,0.36,4.62,2,4,6
1264,1.59,7.5,2,5,5
1265,0.81,5.9,3,2,7
1266,0.5,5.15,1,2,6
1267,0.57,5.34,1,2,6
1268,0.41,4.76,2,2,4
1269,1.35,7.04,2,4,8
1270,0.31,4.39,1,2,5
1271,1.72,7.75,1,5,5
1272,0.81,5.95,2,3,5
1273,0.38,4.64,2,2,2
1274,0.9,6.16,2,3,5
1275,0.38,4.69,2,6,5
1276,0.31,4.41,2,2,5
1277,0.79,5.94,2,4,4
1278,0.9,5.99,5,1,7
1279,0.54,5.25,2,5,4
1280,1.2,6.9,1,4,7
1281,1.5,7.26,2,4,5
1282,0.7,5.49,5,4,8
1283,0.85,6.16,3,6,5
1284,1.11,6.63,1,2,7
1285,0.31,4.37,2,4,6
1286,0.4,4.72,2,3,5
1287,0.4,4.74,1,4,3
1288,0.3,4.34,2,4,2
1289,0.39,4.76,2,2,2
1290,0.32,4.39,2,1,6
1291,0.32,4.38,1,7,5
1292,0.73,5.82,2,5,5
1293,0.32,4.37,2,2,5
1294,0.36,4.55,2,2,5
1295,1.5,7.13,6,6,6
1296,1.0,6.22,6,4,6
1297,1.19,6.79,2,3,2
1298,1.29,6.99,2,7,6
1299,1.21,6.9,1,4,7
1300,0.25,4.11,2,2,5
1301,0.7,5.56,6,2,6
1302,0.71,5.95,3,4,4
1303,0.9,6.08,1,3,6
1304,0.91,6.06,6,1,6
1305,1.0,6.43,1,5,8
1306,0.27,4.28,6,2,4
1307,0.41,4.7,3,1,6
1308,0.37,4.59,1,3,6
1309,0.75,5.86,3,3,6
1310,0.54,5.26,2,2,6
1311,1.5,7.12,5,4,3
1312,1.52,7.31,2,2,6
1313,0.76,5.95,3,4,5
1314,0.52,5.19,2,1,6
1315,0.32,4.39,2,6,2
1316,0.31,4.31,6,1,6
1317,1.01,6.6,2,2,7
1318,1.05,6.57,2,6,3
1319,0.36,4.64,3,4,1
1320,0.4,4.74,1,1,3
1321,0.54,5.21,2,3,5
1322,1.51,7.48,6,1,8
1323,0.35,4.52,2,2,6
1324,0.73,5.81,2,5,7
1325,0.91,6.33,3,5,5
1326,0.7,5.73,3,3,5
1327,0.41,4.77,2,1,5
1328,1.02,6.59,3,3,3
1329,0.28,4.31,3,2,1
1330,1.32,7.01,1,5,3
1331,1.58,7.57,1,7,6
1332,0.32,4.41,3,4,6
1333,0.42,4.87,2,3,4
1334,0.4,4.76,1,1,7
1335,0.9,6.24,3,2,4
1336,0.76,5.84,3,1,7
1337,0.52,5.26,2,4,4
1338,0.7,5.85,3,4,3
1339,0.32,4.45,3,4,4
1340,0.36,4.6,1,1,6
1341,1.7,7.84,2,7,7
1342,0.3,4.33,2,2,5
1343,0.57,5.32,2,1,6
1344,1.02,6.47,1,3,6
1345,1.03,6.5,1,4,6
1346,0.9,6.13,3,4,7
1347,0.42,4.83,1,3,6
1348,0.71,5.7,3,3,7
1349,0.92,6.12,3,5,4
1350,1.02,6.52,1,1,7
1351,1.0,6.46,6,1,3
1352,0.67,5.69,6,3,6
1353,0.74,5.79,2,4,3
1354,2.13,8.13,1,6,6
1355,0.7,5.69,2,4,6
1356,1.04,6.49,1,6,7
1357,0.73,5.82,1,1,6
1358,1.02,6.5,2,2,7
1359,1.25,6.94,1,4,4
1360,1.66,7.61,2,6,5
1361,0.56,5.36,1,4,6
1362,0.75,5.83,6,2,4
1363,0.5,5.11,1,2,7
1364,0.42,4.86,3,5,2
1365,0.54,5.19,3,2,5
1366,1.15,6.74,1,4,8
1367,1.01,6.35,6,3,6
1368,1.11,6.47,6,5,6
1369,0.9,6.25,2,1,6
1370,0.71,5.75,2,5,1
1371,0.92,6.28,2,1,5
1372,0.47,5.01,2,4,7
1373,1.01,6.17,5,3,6
1374,1.01,6.1,5,2,5
1375,1.61,7.43,1,3,6
1376,0.41,4.77,1,5,6
1377,2.01,7.89,1,3,6
1378,0.31,4.35,1,1,7
1379,1.14,6.67,1,5,5
1380,0.96,6.23,1,2,7
1381,0.35,4.56,2,3,4
1382,0.43,4.81,3,4,6
1383,0.71,5.67,1,2,7
1384,0.3,4.32,2,3,5
1385,0.33,4.48,1,5,4
1386,0.3,4.28,1,6,3
1387,2.0,8.27,3,2,7
1388,1.51,7.32,2,5,6
1389,0.36,4.6,2,5,1
1390,0.33,4.49,1,4,1
1391,0.31,4.32,2,2,6
1392,0.71,5.75,2,6,3
1393,1.0,6.36,3,2,6
1394,0.3,4.31,2,1,6
1395,1.3,7.04,1,7,6
1396,0.56,5.34,1,3,5
1397,0.36,4.63,2,5,2
1398,1.01,6.38,5,2,7
1399,0.52,5.23,2,3,3
1400,0.71,5.73,2,2,6
1401,2.01,8.0,3,5,6
1402,2.0,8.0,3,7,6
1403,0.71,5.75,2,3,6
1404,0.3,4.25,1,4,4
1405,1.08,6.71,2,5,7
1406,0.3,4.28,2,4,2
1407,1.71,7.75,1,4,6
1408,0.33,4.47,2,3,2
1409,0.5,5.11,3,2,2
1410,0.33,4.41,2,5,1
1411,1.12,6.68,1,6,7
1412,0.26,4.04,3,2,3
1413,2.08,8.1,1,5,5
1414,0.7,5.75,2,5,5
1415,0.38,4.65,2,3,4
1416,1.2,6.88,1,4,3
1417,1.11,6.64,1,5,7
1418,0.71,5.7,1,3,6
1419,1.28,7.06,2,5,2
1420,0.51,5.09,6,2,6
1421,0.38,4.71,2,4,3
1422,0.91,6.18,3,1,4
1423,0.37,4.71,2,5,6
1424,1.12,6.73,2,5,4
1425,1.08,6.57,2,2,3
1426,2.26,8.4,1,5,7
1427,0.35,4.54,1,5,7
1428,0.9,6.09,1,3,6
1429,0.44,4.86,2,3,2
1430,0.3,4.25,3,4,4
1431,0.41,4.73,6,2,7
1432,0.71,5.64,1,1,7
1433,0.72,5.76,2,2,5
1434,0.32,4.33,1,1,7
1435,1.51,7.48,2,4,4
1436,0.4,4.7,3,4,7
1437,0.41,4.87,3,1,5
1438,1.05,6.68,1,1,6
1439,0.73,5.72,6,2,6
1440,1.02,6.44,1,3,3
1441,0.57,5.31,2,4,4
1442,0.53,5.25,2,3,2
1443,1.03,6.6,3,4,7
1444,1.0,6.34,1,2,5
1445,0.34,4.47,2,1,5
1446,1.01,6.32,3,3,5
1447,0.38,4.74,3,3,4
1448,1.75,7.74,1,2,6
1449,0.82,5.94,1,6,6
1450,0.3,4.24,1,6,2
1451,0.7,5.89,3,3,7
1452,0.3,4.37,2,4,1
1453,0.38,4.7,3,1,6
1454,1.01,6.38,6,4,4
1455,0.65,5.56,1,3,6
1456,0.7,5.72,1,3,6
1457,1.11,6.7,6,1,7
1458,0.73,5.82,2,2,4
1459,0.57,5.39,2,3,5
1460,2.0,8.1,6,6,4
1461,0.3,4.31,2,2,3
1462,0.39,4.69,3,4,2
1463,0.47,5.04,2,6,2
1464,0.51,5.11,3,3,5
1465,0.34,4.46,2,2,1
1466,0.41,4.7,2,2,7
1467,0.34,4.53,2,1,3
1468,2.01,7.96,2,5,4
1469,0.34,4.52,1,5,2
1470,0.33,4.47,2,4,2
1471,0.39,4.73,2,3,5
1472,0.28,4.21,2,5,4
1473,0.8,5.85,3,4,6
1474,0.27,4.19,3,3,3
1475,1.7,7.67,2,5,7
1476,0.71,5.71,6,6,2
1477,0.42,4.73,1,4,6
1478,1.16,6.84,2,5,6
1479,0.9,6.15,6,1,6
1480,0.31,4.32,1,5,5
1481,0.4,4.76,3,4,6
1482,1.07,6.79,3,2,1
1483,0.3,4.25,1,1,6
1484,0.26,4.25,6,2,2
1485,0.34,4.46,2,5,2
1486,0.26,4.12,3,3,5
1487,0.34,4.49,2,1,8
1488,1.1,6.81,1,4,4
1489,0.32,4.41,1,1,3
1490,0.51,5.17,1,2,7
1491,1.13,6.62,1,2,6
1492,0.31,4.45,1,6,4
1493,1.09,6.64,2,5,6
1494,1.06,6.53,3,2,5
1495,0.36,4.56,1,2,6
1496,0.5,5.15,2,4,7
1497,0.3,4.3,2,1,5
1498,1.08,6.49,3,5,6
1499,1.0,6.25,6,2,6
1500,0.56,5.3,2,3,4
1501,1.0,6.37,3,1,7
1502,0.72,5.76,1,6,5
1503,0.38,4.7,2,7,4
1504,0.53,5.23,2,5,6
1505,1.01,6.37,6,6,5
1506,0.38,4.65,2,5,5
1507,1.03,6.55,2,1,3
1508,1.06,6.53,1,3,5
1509,0.46,5.01,2,3,7
1510,0.58,5.37,1,4,4
1511,0.68,5.73,1,5,6
1512,1.2,6.85,3,4,7
1513,0.4,4.76,2,4,2
1514,1.06,6.57,2,4,4
1515,0.66,5.69,3,2,4
1516,0.39,4.69,3,1,5
1517,0.51,5.15,2,2,5
1518,1.14,6.69,3,3,2
1519,0.31,4.39,3,5,2
1520,0.72,5.68,3,1,4
1521,0.7,5.83,1,2,6
1522,0.7,5.69,2,3,6
1523,0.7,5.74,1,1,7
1524,0.36,4.58,2,2,6
1525,0.4,4.77,3,1,3
1526,0.3,4.28,1,3,5
1527,0.33,4.46,2,2,2
1528,2.18,8.38,6,5,7
1529,1.72,7.46,5,3,6
1530,0.5,5.01,6,6,7
1531,0.27,4.27,2,2,3
1532,0.39,4.9,6,2,4
1533,1.1,6.66,2,4,6
1534,0.34,4.5,2,3,1
1535,1.1,6.55,1,2,6
1536,0.31,4.37,2,4,5
1537,0.31,4.31,2,1,5
1538,1.15,6.8,2,4,2
1539,0.91,6.21,3,3,7
1540,0.3,4.28,3,3,3
1541,1.0,6.36,3,3,6
1542,0.32,4.38,3,2,5
1543,0.4,4.73,1,1,7
1544,1.5,7.3,1,1,5
1545,0.58,5.29,2,4,7
1546,0.73,5.64,5,4,7
1547,1.16,6.67,2,6,6
1548,0.5,5.1,1,1,6
1549,1.2,6.75,1,4,6
1550,1.33,7.04,2,6,3
1551,0.38,4.76,2,5,1
1552,0.41,4.74,3,4,5
1553,1.01,6.54,3,2,5
1554,1.2,6.81,2,4,2
1555,0.55,5.32,2,6,5
1556,0.32,4.37,3,5,5
1557,0.57,5.33,1,1,6
1558,0.32,4.41,1,3,5
1559,1.01,6.28,3,5,6
1560,0.42,4.82,2,3,3
1561,0.3,4.29,3,3,5
1562,0.35,4.53,6,1,6
1563,0.38,4.67,2,6,6
1564,1.01,6.4,6,4,7
1565,1.01,6.54,3,4,5
1566,2.0,7.99,3,7,7
1567,0.34,4.5,3,1,6
1568,1.06,6.58,2,4,5
1569,1.05,6.58,2,4,4
1570,0.32,4.4,1,5,6
1571,1.54,7.18,5,3,6
1572,0.71,5.72,1,1,5
1573,1.52,7.32,2,5,6
1574,0.7,5.57,6,6,8
1575,1.14,6.64,3,3,7
1576,2.01,8.05,3,6,7
1577,0.56,5.31,2,4,3
1578,0.44,4.95,2,4,1
1579,1.02,6.5,3,1,6
1580,1.08,6.49,2,3,6
1581,1.02,6.52,3,2,4
1582,1.01,6.39,1,5,6
1583,1.59,7.44,2,4,3
1584,0.3,4.25,1,1,7
1585,1.02,6.37,1,4,6
1586,0.71,5.65,1,4,5
1587,0.8,5.91,2,3,5
1588,1.33,6.96,1,4,4
1589,1.17,6.66,2,3,6
1590,1.06,6.51,2,4,7
1591,0.55,5.29,2,2,3
1592,1.32,7.06,1,3,5
1593,1.07,6.47,1,5,7
1594,1.04,6.52,1,6,7
1595,0.9,6.22,3,2,6
1596,0.8,5.94,3,3,5
1597,0.27,4.17,2,6,3
1598,0.4,4.7,1,2,7
1599,1.53,7.3,1,5,5
1600,0.82,5.99,2,4,7
1601,1.52,7.28,1,4,8
1602,1.56,7.44,1,4,5
1603,1.02,6.4,3,4,7
1604,1.17,6.57,6,5,7
1605,1.24,7.03,2,2,7
1606,0.7,5.44,5,1,7
1607,0.72,5.63,6,4,6
1608,0.3,4.37,1,3,6
1609,0.7,5.7,1,1,6
1610,1.13,6.44,5,5,6
1611,1.06,6.56,3,2,3
1612,0.39,4.74,1,2,3
1613,0.31,4.42,2,4,1
1614,0.25,4.06,3,4,2
1615,0.4,4.76,3,7,5
1616,0.57,5.38,3,1,5
1617,0.31,4.29,2,2,6
1618,1.51,7.21,1,4,3
1619,0.34,4.49,2,2,5
1620,0.4,4.74,1,2,5
1621,0.44,4.86,2,7,5
1622,1.07,6.57,1,1,1
1623,1.11,6.62,2,1,7
1624,0.38,4.73,2,4,3
1625,2.04,8.26,2,6,6
1626,1.0,6.34,1,6,7
1627,0.32,4.43,2,4,7
1628,2.07,8.16,1,7,5
1629,1.0,6.34,1,2,7
1630,1.5,7.43,1,3,3
1631,0.5,5.03,3,1,5
1632,1.23,6.75,1,6,7
1633,0.54,5.3,3,3,4
1634,0.31,4.37,1,3,5
1635,1.18,6.93,1,5,7
1636,0.71,5.7,3,5,1
1637,0.41,4.79,1,3,5
1638,1.5,7.21,1,3,8
1639,2.03,7.98,3,6,4
1640,0.31,4.41,2,4,3
1641,0.7,5.68,3,5,6
1642,1.55,7.42,2,3,7
1643,0.53,5.22,1,2,5
1644,0.43,4.77,1,3,6
1645,2.12,8.21,1,5,7
1646,1.02,6.35,1,3,5
1647,1.2,6.66,3,6,6
1648,0.32,4.43,2,7,4
1649,1.03,6.51,2,3,6
1650,0.7,5.68,2,1,4
1651,0.31,4.39,2,4,2
1652,1.27,6.85,2,7,7
1653,0.71,5.76,1,4,5
1654,0.36,4.56,3,2,5
1655,1.0,6.16,5,2,7
1656,0.33,4.44,3,3,2
1657,0.77,5.95,1,2,6
1658,1.07,6.63,2,5,7
1659,0.27,4.17,2,5,5
1660,0.58,5.41,1,7,5
1661,1.3,6.95,1,6,1
1662,1.51,7.42,2,2,7
1663,1.67,7.63,2,3,7
1664,0.71,5.61,1,5,6
1665,1.21,6.79,1,3,6
1666,0.38,4.61,2,3,3
1667,0.7,5.78,2,2,6
1668,0.7,5.71,2,3,4
1669,0.31,4.42,2,4,6
1670,1.67,7.67,2,4,4
1671,0.53,5.18,2,4,4
1672,0.33,4.47,2,3,4
1673,0.35,4.59,1,2,5
1674,1.14,6.71,1,1,7
1675,1.11,6.6,2,4,7
1676,0.5,5.11,2,2,5
1677,0.33,4.79,2,5,7
1678,1.01,6.28,6,2,6
1679,1.23,6.97,3,4,7
1680,1.52,7.31,1,4,4
1681,2.22,8.28,6,6,7
1682,1.01,6.43,1,1,5
1683,0.72,5.78,2,2,3
1684,0.26,4.25,3,3,5
1685,0.7,5.69,2,2,4
1686,0.7,5.55,1,3,6
1687,1.54,7.59,3,3,6
1688,1.55,7.45,1,4,6
1689,0.51,5.15,2,3,3
1690,0.91,6.12,1,4,4
1691,0.27,4.2,2,3,1
1692,0.31,4.36,2,1,6
1693,0.42,4.79,2,1,4
1694,1.22,6.94,2,4,2
1695,0.8,6.01,6,3,5
1696,1.3,7.03,2,4,3
1697,0.9,5.79,5,5,7
1698,1.22,6.86,1,6,6
1699,0.43,4.86,2,1,5
1700,1.18,6.62,1,2,8
1701,0.54,5.21,3,6,6
1702,0.31,4.4,2,2,5
