carat,y,cut,color,clarity
0.37,4.66,2,4,7
1.29,6.97,1,6,5
1.24,7.03,3,3,3
1.53,7.3,2,6,4
1.59,7.65,3,4,6
0.51,5.1,2,1,7
0.3,4.34,2,4,1
0.59,5.41,2,1,6
0.3,4.32,1,5,6
0.72,5.78,1,2,7
1.06,6.47,1,1,7
0.58,5.45,1,4,3
2.0,8.09,1,7,7
0.4,4.71,2,6,5
0.32,4.48,1,3,5
0.51,5.05,1,2,2
0.79,6.08,3,3,6
0.7,5.68,3,2,4
0.57,5.26,1,3,6
0.7,5.71,3,3,5
0.5,5.05,6,2,5
0.51,5.16,2,5,5
1.5,7.23,3,3,5
2.02,8.14,2,7,5
1.07,6.55,2,4,3
1.15,6.65,2,4,5
0.74,5.89,1,4,4
0.41,4.78,2,4,6
0.33,4.46,2,1,6
0.74,5.86,2,6,4
1.11,6.63,3,2,4
1.16,6.68,1,4,6
1.01,6.43,1,1,7
2.03,8.02,1,7,7
1.04,6.47,1,2,7
0.51,5.18,2,2,6
2.03,7.94,6,7,3
0.34,4.47,1,1,6
0.31,4.3,6,4,1
0.43,4.86,2,1,7
2.34,8.43,1,6,8
0.95,6.37,1,6,6
1.04,6.44,1,3,7
0.9,6.08,3,3,6
0.9,6.06,3,1,6
0.46,4.93,2,7,2
0.55,5.23,2,1,7
0.41,4.76,1,4,3
1.0,6.44,2,2,5
0.43,4.87,2,5,6
0.52,5.11,1,1,6
0.56,5.28,2,3,5
0.55,5.3,1,3,6
0.5,5.09,2,2,3
1.1,6.66,1,2,6
0.8,5.95,2,3,4
0.3,4.38,2,5,3
0.28,4.24,2,6,3
0.9,6.15,3,6,4
0.71,5.68,1,5,4
0.34,4.52,2,1,6
0.3,4.35,2,3,1
0.4,4.66,3,2,2
0.31,4.4,2,1,5
1.5,7.15,5,2,7
0.33,4.4,1,3,6
0.63,5.52,2,3,3
0.61,5.44,2,3,7
0.3,4.38,2,3,1
0.38,4.68,3,6,6
0.42,4.83,2,3,2
2.12,8.16,2,5,7
0.77,5.85,3,6,5
1.2,6.74,3,3,7
2.01,8.1,2,4,7
1.01,6.42,2,3,8
1.01,6.59,2,2,7
0.31,4.36,2,1,5
0.3,4.29,2,4,5
1.0,6.6,6,3,6
1.51,7.45,3,4,6
0.5,5.04,1,3,7
1.0,6.41,1,6,4
0.3,4.3,6,7,4
1.16,6.69,2,4,5
1.21,6.69,3,5,6
1.3,6.96,2,3,7
1.23,6.85,3,5,8
0.98,6.27,2,3,6
0.83,6.09,1,2,6
0.91,6.17,1,1,7
0.31,4.27,3,3,6
1.01,6.35,6,5,6
0.55,5.29,2,3,5
0.31,4.32,1,5,2
0.42,4.86,1,3,3
0.53,5.22,2,2,5
0.37,4.69,2,5,6
0.3,4.33,3,3,5
0.35,4.58,2,5,6
0.9,6.24,2,2,6
0.74,5.88,1,1,6
0.55,5.27,2,2,6
0.8,5.95,2,5,4
0.75,5.85,2,5,6
1.2,6.87,2,1,5
1.7,7.5,6,1,5
1.06,6.52,1,2,5
1.05,6.54,2,5,6
1.01,6.35,3,3,7
0.31,4.33,1,6,2
0.33,4.49,3,2,7
0.7,5.84,1,1,6
0.3,4.25,2,4,2
0.28,4.16,2,2,3
1.58,7.6,2,4,6
1.12,6.76,3,5,7
1.51,7.37,2,6,6
1.7,7.75,1,6,7
0.71,5.8,3,4,6
0.38,4.66,2,2,7
0.32,4.41,3,5,4
0.36,4.56,1,2,4
0.9,5.67,5,4,6
0.71,5.61,1,4,7
1.01,6.38,6,3,7
0.74,5.87,2,3,7
0.41,4.79,2,2,5
0.58,5.4,2,7,6
0.3,4.32,3,4,4
1.14,6.61,3,2,4
1.02,6.41,1,6,6
0.76,5.9,2,5,4
0.23,3.93,3,4,5
0.3,4.28,2,3,2
1.02,6.43,6,2,6
0.72,5.75,2,2,6
1.51,7.34,2,6,6
0.52,5.19,2,6,6
1.49,7.28,2,3,8
1.08,6.57,2,1,5
0.72,5.8,2,7,6
1.8,7.8,3,7,6
0.52,5.22,2,2,6
0.71,5.72,3,5,3
0.35,4.56,1,2,7
0.31,4.29,6,3,5
1.83,7.81,1,2,7
0.59,5.43,3,2,5
0.33,4.42,2,4,4
1.01,6.45,2,2,6
0.44,4.92,2,2,6
0.7,5.63,1,4,5
0.75,5.83,1,1,7
1.59,7.34,6,4,6
0.34,4.46,1,6,6
1.11,6.68,2,6,6
1.26,6.9,2,7,6
0.9,6.3,1,2,6
1.0,6.42,1,4,4
0.73,5.81,1,1,6
1.03,6.48,1,3,4
0.26,4.08,6,2,3
0.54,5.2,3,3,4
0.93,6.27,2,5,4
1.11,6.64,2,5,7
0.52,5.18,3,2,5
0.51,5.12,6,2,5
0.52,5.19,2,2,5
1.05,6.66,3,2,2
0.23,3.94,6,3,3
0.3,4.19,3,3,6
0.3,4.3,2,4,6
1.07,6.52,2,4,4
0.3,4.32,2,1,3
0.31,4.36,2,5,3
0.4,4.77,3,3,6
0.3,4.38,3,1,4
0.31,4.34,2,3,2
1.53,7.45,1,4,2
0.32,4.38,2,4,4
0.38,4.65,2,2,4
1.01,6.41,3,6,5
0.71,5.76,2,2,4
2.01,8.22,2,3,7
0.5,5.15,2,1,3
0.3,4.31,2,2,5
0.3,4.24,3,3,6
0.4,4.68,6,1,7
2.01,6.64,5,4,6
0.51,5.21,2,1,5
0.54,5.27,2,4,6
0.3,4.31,3,6,6
1.01,6.43,2,5,6
1.52,7.3,3,6,6
0.7,5.71,1,5,6
0.31,4.31,2,6,4
1.82,7.47,5,5,8
0.91,6.22,2,4,7
1.04,6.47,1,7,7
0.3,4.35,2,2,3
1.0,6.35,3,3,7
1.0,6.31,6,1,5
0.51,5.14,2,4,3
0.7,5.67,3,6,4
0.52,5.2,2,2,5
1.54,7.45,2,4,4
0.26,4.18,2,2,3
0.38,4.65,2,1,7
0.3,4.34,2,2,5
0.6,5.51,2,1,6
1.01,6.48,2,4,3
0.26,4.11,2,2,2
0.76,5.9,2,3,7
1.04,6.51,3,4,5
1.04,6.62,1,1,7
1.22,6.8,5,3,7
1.2,6.75,3,4,5
0.31,4.4,1,1,4
0.54,5.22,1,7,5
0.43,4.87,1,2,7
1.37,7.12,3,5,4
0.7,5.65,6,4,7
0.7,5.41,5,2,6
0.9,6.1,6,4,5
0.42,4.89,1,4,5
0.44,4.9,2,2,5
0.32,4.32,2,5,4
0.3,4.31,1,4,4
1.02,6.46,1,6,7
0.3,4.31,3,5,2
0.3,4.35,1,5,2
0.72,5.67,3,6,7
0.32,4.36,1,5,2
0.7,5.85,3,3,5
0.47,5.06,1,4,6
0.32,4.44,2,1,5
0.4,4.68,3,4,5
0.41,4.71,2,2,6
0.74,5.76,3,2,7
1.01,6.37,1,1,6
1.25,6.91,1,2,4
0.55,5.35,6,3,4
0.72,5.81,1,3,6
0.71,5.69,3,7,5
0.87,6.17,3,7,6
0.4,4.83,3,4,4
0.3,4.28,2,2,5
1.01,6.4,6,4,6
0.56,5.27,2,4,4
1.5,7.23,1,5,6
0.47,5.08,2,3,5
1.06,6.49,3,2,6
1.38,7.14,2,4,4
1.5,7.16,3,3,6
0.3,4.28,1,6,2
0.52,5.17,2,6,5
0.51,5.16,2,4,3
1.1,6.6,2,6,7
0.46,5.0,6,4,4
0.34,4.5,1,4,6
1.58,7.45,3,6,6
0.5,5.06,1,2,6
0.51,5.2,1,4,4
0.36,4.61,2,3,5
0.36,4.62,2,4,6
1.59,7.5,2,5,5
0.81,5.9,3,2,7
0.5,5.15,1,2,6
0.57,5.34,1,2,6
0.41,4.76,2,2,4
1.35,7.04,2,4,8
0.31,4.39,1,2,5
1.72,7.75,1,5,5
0.81,5.95,2,3,5
0.38,4.64,2,2,2
0.9,6.16,2,3,5
0.38,4.69,2,6,5
0.31,4.41,2,2,5
0.79,5.94,2,4,4
0.9,5.99,5,1,7
0.54,5.25,2,5,4
1.2,6.9,1,4,7
1.5,7.26,2,4,5
0.7,5.49,5,4,8
0.85,6.16,3,6,5
1.11,6.63,1,2,7
0.31,4.37,2,4,6
0.4,4.72,2,3,5
0.4,4.74,1,4,3
0.3,4.34,2,4,2
0.39,4.76,2,2,2
0.32,4.39,2,1,6
0.32,4.38,1,7,5
0.73,5.82,2,5,5
0.32,4.37,2,2,5
0.36,4.55,2,2,5
1.5,7.13,6,6,6
1.0,6.22,6,4,6
1.19,6.79,2,3,2
1.29,6.99,2,7,6
1.21,6.9,1,4,7
0.25,4.11,2,2,5
0.7,5.56,6,2,6
0.71,5.95,3,4,4
0.9,6.08,1,3,6
0.91,6.06,6,1,6
1.0,6.43,1,5,8
0.27,4.28,6,2,4
0.41,4.7,3,1,6
0.37,4.59,1,3,6
0.75,5.86,3,3,6
0.54,5.26,2,2,6
1.5,7.12,5,4,3
1.52,7.31,2,2,6
0.76,5.95,3,4,5
0.52,5.19,2,1,6
0.32,4.39,2,6,2
0.31,4.31,6,1,6
1.01,6.6,2,2,7
1.05,6.57,2,6,3
0.36,4.64,3,4,1
0.4,4.74,1,1,3
0.54,5.21,2,3,5
1.51,7.48,6,1,8
0.35,4.52,2,2,6
0.73,5.81,2,5,7
0.91,6.33,3,5,5
0.7,5.73,3,3,5
0.41,4.77,2,1,5
1.02,6.59,3,3,3
0.28,4.31,3,2,1
1.32,7.01,1,5,3
1.58,7.57,1,7,6
0.32,4.41,3,4,6
0.42,4.87,2,3,4
0.4,4.76,1,1,7
0.9,6.24,3,2,4
0.76,5.84,3,1,7
0.52,5.26,2,4,4
0.7,5.85,3,4,3
0.32,4.45,3,4,4
0.36,4.6,1,1,6
1.7,7.84,2,7,7
0.3,4.33,2,2,5
0.57,5.32,2,1,6
1.02,6.47,1,3,6
1.03,6.5,1,4,6
0.9,6.13,3,4,7
0.42,4.83,1,3,6
0.71,5.7,3,3,7
0.92,6.12,3,5,4
1.02,6.52,1,1,7
1.0,6.46,6,1,3
0.67,5.69,6,3,6
0.74,5.79,2,4,3
2.13,8.13,1,6,6
0.7,5.69,2,4,6
1.04,6.49,1,6,7
0.73,5.82,1,1,6
1.02,6.5,2,2,7
1.25,6.94,1,4,4
1.66,7.61,2,6,5
0.56,5.36,1,4,6
0.75,5.83,6,2,4
0.5,5.11,1,2,7
0.42,4.86,3,5,2
0.54,5.19,3,2,5
1.15,6.74,1,4,8
1.01,6.35,6,3,6
1.11,6.47,6,5,6
0.9,6.25,2,1,6
0.71,5.75,2,5,1
0.92,6.28,2,1,5
0.47,5.01,2,4,7
1.01,6.17,5,3,6
1.01,6.1,5,2,5
1.61,7.43,1,3,6
0.41,4.77,1,5,6
2.01,7.89,1,3,6
0.31,4.35,1,1,7
1.14,6.67,1,5,5
0.96,6.23,1,2,7
0.35,4.56,2,3,4
0.43,4.81,3,4,6
0.71,5.67,1,2,7
0.3,4.32,2,3,5
0.33,4.48,1,5,4
0.3,4.28,1,6,3
2.0,8.27,3,2,7
1.51,7.32,2,5,6
0.36,4.6,2,5,1
0.33,4.49,1,4,1
0.31,4.32,2,2,6
0.71,5.75,2,6,3
1.0,6.36,3,2,6
0.3,4.31,2,1,6
1.3,7.04,1,7,6
0.56,5.34,1,3,5
0.36,4.63,2,5,2
1.01,6.38,5,2,7
0.52,5.23,2,3,3
0.71,5.73,2,2,6
2.01,8.0,3,5,6
2.0,8.0,3,7,6
0.71,5.75,2,3,6
0.3,4.25,1,4,4
1.08,6.71,2,5,7
0.3,4.28,2,4,2
1.71,7.75,1,4,6
0.33,4.47,2,3,2
0.5,5.11,3,2,2
0.33,4.41,2,5,1
1.12,6.68,1,6,7
0.26,4.04,3,2,3
2.08,8.1,1,5,5
0.7,5.75,2,5,5
0.38,4.65,2,3,4
1.2,6.88,1,4,3
1.11,6.64,1,5,7
0.71,5.7,1,3,6
1.28,7.06,2,5,2
0.51,5.09,6,2,6
0.38,4.71,2,4,3
0.91,6.18,3,1,4
0.37,4.71,2,5,6
1.12,6.73,2,5,4
1.08,6.57,2,2,3
2.26,8.4,1,5,7
0.35,4.54,1,5,7
0.9,6.09,1,3,6
0.44,4.86,2,3,2
0.3,4.25,3,4,4
0.41,4.73,6,2,7
0.71,5.64,1,1,7
0.72,5.76,2,2,5
0.32,4.33,1,1,7
1.51,7.48,2,4,4
0.4,4.7,3,4,7
0.41,4.87,3,1,5
1.05,6.68,1,1,6
0.73,5.72,6,2,6
1.02,6.44,1,3,3
0.57,5.31,2,4,4
0.53,5.25,2,3,2
1.03,6.6,3,4,7
1.0,6.34,1,2,5
0.34,4.47,2,1,5
1.01,6.32,3,3,5
0.38,4.74,3,3,4
1.75,7.74,1,2,6
0.82,5.94,1,6,6
0.3,4.24,1,6,2
0.7,5.89,3,3,7
0.3,4.37,2,4,1
0.38,4.7,3,1,6
1.01,6.38,6,4,4
0.65,5.56,1,3,6
0.7,5.72,1,3,6
1.11,6.7,6,1,7
0.73,5.82,2,2,4
0.57,5.39,2,3,5
2.0,8.1,6,6,4
0.3,4.31,2,2,3
0.39,4.69,3,4,2
0.47,5.04,2,6,2
0.51,5.11,3,3,5
0.34,4.46,2,2,1
0.41,4.7,2,2,7
0.34,4.53,2,1,3
2.01,7.96,2,5,4
0.34,4.52,1,5,2
0.33,4.47,2,4,2
0.39,4.73,2,3,5
0.28,4.21,2,5,4
0.8,5.85,3,4,6
0.27,4.19,3,3,3
1.7,7.67,2,5,7
0.71,5.71,6,6,2
0.42,4.73,1,4,6
1.16,6.84,2,5,6
0.9,6.15,6,1,6
0.31,4.32,1,5,5
0.4,4.76,3,4,6
1.07,6.79,3,2,1
0.3,4.25,1,1,6
0.26,4.25,6,2,2
0.34,4.46,2,5,2
0.26,4.12,3,3,5
0.34,4.49,2,1,8
1.1,6.81,1,4,4
0.32,4.41,1,1,3
0.51,5.17,1,2,7
1.13,6.62,1,2,6
0.31,4.45,1,6,4
1.09,6.64,2,5,6
1.06,6.53,3,2,5
0.36,4.56,1,2,6
0.5,5.15,2,4,7
0.3,4.3,2,1,5
1.08,6.49,3,5,6
1.0,6.25,6,2,6
0.56,5.3,2,3,4
1.0,6.37,3,1,7
0.72,5.76,1,6,5
0.38,4.7,2,7,4
0.53,5.23,2,5,6
1.01,6.37,6,6,5
0.38,4.65,2,5,5
1.03,6.55,2,1,3
1.06,6.53,1,3,5
0.46,5.01,2,3,7
0.58,5.37,1,4,4
0.68,5.73,1,5,6
1.2,6.85,3,4,7
0.4,4.76,2,4,2
1.06,6.57,2,4,4
0.66,5.69,3,2,4
0.39,4.69,3,1,5
0.51,5.15,2,2,5
1.14,6.69,3,3,2
0.31,4.39,3,5,2
0.72,5.68,3,1,4
0.7,5.83,1,2,6
0.7,5.69,2,3,6
0.7,5.74,1,1,7
0.36,4.58,2,2,6
0.4,4.77,3,1,3
0.3,4.28,1,3,5
0.33,4.46,2,2,2
2.18,8.38,6,5,7
1.72,7.46,5,3,6
0.5,5.01,6,6,7
0.27,4.27,2,2,3
0.39,4.9,6,2,4
1.1,6.66,2,4,6
0.34,4.5,2,3,1
1.1,6.55,1,2,6
0.31,4.37,2,4,5
0.31,4.31,2,1,5
1.15,6.8,2,4,2
0.91,6.21,3,3,7
0.3,4.28,3,3,3
1.0,6.36,3,3,6
0.32,4.38,3,2,5
0.4,4.73,1,1,7
1.5,7.3,1,1,5
0.58,5.29,2,4,7
0.73,5.64,5,4,7
1.16,6.67,2,6,6
0.5,5.1,1,1,6
1.2,6.75,1,4,6
1.33,7.04,2,6,3
0.38,4.76,2,5,1
0.41,4.74,3,4,5
1.01,6.54,3,2,5
1.2,6.81,2,4,2
0.55,5.32,2,6,5
0.32,4.37,3,5,5
0.57,5.33,1,1,6
0.32,4.41,1,3,5
1.01,6.28,3,5,6
0.42,4.82,2,3,3
0.3,4.29,3,3,5
0.35,4.53,6,1,6
0.38,4.67,2,6,6
1.01,6.4,6,4,7
1.01,6.54,3,4,5
2.0,7.99,3,7,7
0.34,4.5,3,1,6
1.06,6.58,2,4,5
1.05,6.58,2,4,4
0.32,4.4,1,5,6
1.54,7.18,5,3,6
0.71,5.72,1,1,5
1.52,7.32,2,5,6
0.7,5.57,6,6,8
1.14,6.64,3,3,7
2.01,8.05,3,6,7
0.56,5.31,2,4,3
0.44,4.95,2,4,1
1.02,6.5,3,1,6
1.08,6.49,2,3,6
1.02,6.52,3,2,4
1.01,6.39,1,5,6
1.59,7.44,2,4,3
0.3,4.25,1,1,7
1.02,6.37,1,4,6
0.71,5.65,1,4,5
0.8,5.91,2,3,5
1.33,6.96,1,4,4
1.17,6.66,2,3,6
1.06,6.51,2,4,7
0.55,5.29,2,2,3
1.32,7.06,1,3,5
1.07,6.47,1,5,7
1.04,6.52,1,6,7
0.9,6.22,3,2,6
0.8,5.94,3,3,5
0.27,4.17,2,6,3
0.4,4.7,1,2,7
1.53,7.3,1,5,5
0.82,5.99,2,4,7
1.52,7.28,1,4,8
1.56,7.44,1,4,5
1.02,6.4,3,4,7
1.17,6.57,6,5,7
1.24,7.03,2,2,7
0.7,5.44,5,1,7
0.72,5.63,6,4,6
0.3,4.37,1,3,6
0.7,5.7,1,1,6
1.13,6.44,5,5,6
1.06,6.56,3,2,3
0.39,4.74,1,2,3
0.31,4.42,2,4,1
0.25,4.06,3,4,2
0.4,4.76,3,7,5
0.57,5.38,3,1,5
0.31,4.29,2,2,6
1.51,7.21,1,4,3
0.34,4.49,2,2,5
0.4,4.74,1,2,5
0.44,4.86,2,7,5
1.07,6.57,1,1,1
1.11,6.62,2,1,7
0.38,4.73,2,4,3
2.04,8.26,2,6,6
1.0,6.34,1,6,7
0.32,4.43,2,4,7
2.07,8.16,1,7,5
1.0,6.34,1,2,7
1.5,7.43,1,3,3
0.5,5.03,3,1,5
1.23,6.75,1,6,7
0.54,5.3,3,3,4
0.31,4.37,1,3,5
1.18,6.93,1,5,7
0.71,5.7,3,5,1
0.41,4.79,1,3,5
1.5,7.21,1,3,8
2.03,7.98,3,6,4
0.31,4.41,2,4,3
0.7,5.68,3,5,6
1.55,7.42,2,3,7
0.53,5.22,1,2,5
0.43,4.77,1,3,6
2.12,8.21,1,5,7
1.02,6.35,1,3,5
1.2,6.66,3,6,6
0.32,4.43,2,7,4
1.03,6.51,2,3,6
0.7,5.68,2,1,4
0.31,4.39,2,4,2
1.27,6.85,2,7,7
0.71,5.76,1,4,5
0.36,4.56,3,2,5
1.0,6.16,5,2,7
0.33,4.44,3,3,2
0.77,5.95,1,2,6
1.07,6.63,2,5,7
0.27,4.17,2,5,5
0.58,5.41,1,7,5
1.3,6.95,1,6,1
1.51,7.42,2,2,7
1.67,7.63,2,3,7
0.71,5.61,1,5,6
1.21,6.79,1,3,6
0.38,4.61,2,3,3
0.7,5.78,2,2,6
0.7,5.71,2,3,4
0.31,4.42,2,4,6
1.67,7.67,2,4,4
0.53,5.18,2,4,4
0.33,4.47,2,3,4
0.35,4.59,1,2,5
1.14,6.71,1,1,7
1.11,6.6,2,4,7
0.5,5.11,2,2,5
0.33,4.79,2,5,7
1.01,6.28,6,2,6
1.23,6.97,3,4,7
1.52,7.31,1,4,4
2.22,8.28,6,6,7
1.01,6.43,1,1,5
0.72,5.78,2,2,3
0.26,4.25,3,3,5
0.7,5.69,2,2,4
0.7,5.55,1,3,6
1.54,7.59,3,3,6
1.55,7.45,1,4,6
0.51,5.15,2,3,3
0.91,6.12,1,4,4
0.27,4.2,2,3,1
0.31,4.36,2,1,6
0.42,4.79,2,1,4
1.22,6.94,2,4,2
0.8,6.01,6,3,5
1.3,7.03,2,4,3
0.9,5.79,5,5,7
1.22,6.86,1,6,6
0.43,4.86,2,1,5
1.18,6.62,1,2,8
0.54,5.21,3,6,6
0.31,4.4,2,2,5
2.05,8.36,1,2,7
0.42,4.85,1,3,4
0.34,4.53,2,1,6
1.24,6.87,2,3,4
0.51,5.19,3,2,7
0.51,5.07,3,2,5
1.36,7.14,2,4,3
0.24,4.03,3,3,6
0.32,4.41,2,4,2
0.91,6.31,2,6,2
1.5,7.44,1,5,4
0.4,4.75,2,7,4
0.36,4.59,1,5,4
0.3,4.32,2,3,5
2.37,8.52,2,7,5
0.48,5.08,2,2,3
0.3,4.36,2,2,5
0.77,5.87,1,5,6
0.72,5.79,3,4,7
0.32,4.44,1,5,4
2.01,7.9,6,4,7
1.22,6.98,2,5,5
0.3,4.41,2,4,4
1.26,6.82,1,2,7
0.5,5.16,1,2,7
0.3,4.27,6,1,3
0.38,4.77,2,1,3
1.01,6.4,1,3,7
0.6,5.43,1,5,4
0.72,5.68,3,4,4
0.3,4.27,1,5,2
0.72,5.78,1,2,6
0.57,5.37,2,2,5
0.74,5.79,2,5,2
0.3,4.4,3,1,4
0.77,5.84,3,7,2
0.51,5.1,1,2,4
0.41,4.81,3,2,6
0.55,5.26,2,3,5
1.24,6.83,2,4,3
0.36,4.6,2,5,1
1.02,6.57,3,3,7
0.7,5.68,3,2,5
0.3,4.24,3,4,4
0.41,4.75,1,4,6
0.54,5.21,6,2,5
0.36,4.62,2,1,5
1.25,6.93,1,3,5
1.2,7.0,6,4,5
0.44,4.91,2,4,2
2.18,8.23,3,4,7
0.9,6.11,3,5,6
0.31,4.39,1,6,6
0.9,6.12,6,3,6
0.46,4.94,1,2,4
0.27,4.12,2,2,3
0.51,5.12,2,2,6
0.32,4.34,3,5,6
0.54,5.27,2,1,6
0.4,4.85,2,4,6
1.32,6.99,1,4,6
1.0,6.32,3,3,7
1.51,7.63,5,5,5
1.51,7.27,1,6,6
0.91,6.05,5,3,7
1.01,6.44,2,3,6
0.76,5.89,2,3,6
0.7,5.5,5,6,7
0.42,4.78,2,5,6
0.8,5.85,6,4,6
0.54,5.21,2,5,2
0.7,5.66,2,6,4
0.3,4.28,2,4,6
0.53,5.16,1,4,4
1.02,6.5,2,5,6
0.9,5.82,5,3,7
1.1,6.62,3,6,5
0.34,4.54,2,1,4
1.02,6.56,2,3,6
0.31,4.33,6,5,3
0.7,5.77,3,1,5
0.7,5.66,1,5,3
1.01,6.48,2,1,3
0.57,5.33,2,2,5
0.51,5.17,1,1,6
1.49,6.89,5,5,8
0.36,4.6,2,2,3
1.74,7.9,3,6,6
0.71,5.79,3,6,5
0.51,5.18,2,4,2
2.39,8.52,1,5,6
1.07,6.67,2,4,2
1.0,6.31,1,5,7
1.5,7.25,1,5,5
0.91,6.12,1,4,7
1.09,6.59,2,6,5
0.61,5.29,1,3,3
0.4,4.79,6,6,3
0.51,5.08,3,2,7
0.91,6.19,3,2,6
1.01,6.4,3,3,3
1.2,6.78,1,3,3
1.06,6.51,2,4,5
1.21,6.88,3,3,5
1.01,6.49,6,2,7
1.1,6.5,6,5,6
0.24,4.0,1,2,2
0.38,4.64,1,6,5
0.27,4.16,3,3,2
1.28,6.89,1,4,5
0.38,4.71,2,2,4
0.7,5.4,5,3,8
0.25,4.04,6,2,4
1.19,6.83,6,4,3
1.68,7.67,2,5,5
0.71,5.74,2,2,7
0.53,5.21,2,4,4
0.27,4.18,2,2,4
0.41,4.77,1,1,7
0.24,4.06,3,2,2
0.31,4.37,2,3,1
0.9,6.09,1,4,5
0.77,5.81,1,1,5
1.0,6.55,3,5,7
0.71,5.69,1,1,6
0.3,4.22,6,3,6
1.11,6.56,1,5,7
0.81,6.06,2,6,5
1.01,6.41,1,6,7
1.55,7.34,3,5,7
1.08,6.61,2,3,5
0.31,4.4,3,5,6
0.4,4.73,3,6,4
0.72,5.8,2,4,5
0.36,4.6,2,2,5
0.36,4.64,1,4,4
0.3,4.34,2,3,3
1.51,7.56,6,5,4
1.01,6.38,3,1,5
0.38,4.66,1,2,2
0.9,6.29,3,3,7
0.71,5.73,3,2,5
0.3,4.22,1,4,3
1.12,6.8,3,1,7
1.22,6.89,2,5,6
1.23,6.86,2,7,7
0.78,5.98,2,2,7
0.3,4.3,6,5,4
0.71,5.76,2,6,4
0.32,4.36,6,5,7
0.42,4.86,3,4,5
1.0,6.31,3,4,6
1.09,6.63,2,4,4
1.77,7.87,1,3,6
1.02,6.41,1,4,1
0.46,4.97,2,7,2
0.9,6.03,5,4,6
1.29,7.0,2,3,4
0.31,4.37,2,1,3
0.73,5.79,2,6,4
0.7,5.78,2,2,5
1.51,7.32,1,6,3
0.23,4.05,3,3,3
0.38,4.71,2,1,4
0.41,4.83,3,2,4
0.8,5.96,3,5,4
0.52,5.14,3,2,5
0.51,5.05,3,3,5
0.9,6.15,1,4,6
0.6,5.5,6,4,4
1.01,6.37,1,1,7
0.33,4.47,2,2,5
0.71,5.78,2,3,2
0.3,4.26,1,3,6
0.32,4.37,2,2,5
0.38,4.77,3,1,5
1.57,7.6,1,4,6
0.33,4.43,1,6,4
0.51,5.07,3,1,6
0.3,4.29,2,2,6
0.57,5.42,3,3,7
0.31,4.33,1,4,5
0.9,6.16,6,4,7
1.58,7.55,2,2,6
0.3,4.32,6,1,5
0.91,6.24,2,2,6
0.81,5.97,2,7,5
0.42,4.81,2,2,6
0.41,4.76,2,2,3
0.34,4.51,2,6,4
0.38,4.73,3,3,4
0.95,6.36,1,4,7
1.0,6.29,3,5,7
1.7,7.61,2,3,5
2.02,8.21,3,5,6
0.81,6.11,6,6,4
0.51,5.13,2,2,2
0.34,4.46,2,2,5
0.61,5.5,2,4,4
0.56,5.34,2,5,6
0.33,4.38,1,4,2
0.73,5.91,3,2,7
0.37,4.55,1,3,5
1.0,6.24,6,1,7
0.7,5.72,3,3,5
1.0,6.59,6,4,5
0.7,5.9,6,2,5
0.71,5.75,2,3,5
0.9,6.23,6,2,7
0.54,5.18,1,1,6
1.5,7.35,6,3,5
0.3,4.22,1,6,4
0.46,4.82,6,3,2
0.42,4.81,2,1,5
1.0,6.4,1,3,4
0.4,4.75,2,3,4
0.72,5.66,3,3,6
0.71,5.8,2,3,6
0.3,4.24,1,4,5
0.58,5.31,3,5,2
2.02,8.09,3,6,5
0.53,5.26,2,5,4
1.73,7.5,6,7,6
1.1,6.61,2,1,4
1.01,6.15,5,5,7
0.33,4.51,2,2,5
0.41,4.8,2,3,2
1.55,7.55,2,7,6
0.35,4.56,2,5,4
0.71,5.71,1,3,7
0.94,6.14,3,4,2
0.32,4.38,2,2,5
1.01,6.34,1,3,6
1.22,6.83,2,4,5
0.9,6.24,2,1,7
1.01,6.49,1,5,5
2.03,7.99,2,5,6
0.31,4.36,3,4,1
2.06,8.04,2,4,7
1.35,7.13,6,6,5
1.56,7.53,2,5,6
0.9,6.24,6,1,5
1.0,6.42,6,1,6
1.5,7.22,1,2,7
0.53,5.19,2,2,4
0.9,5.95,5,1,7
0.32,4.4,6,3,6
0.34,4.42,1,5,5
0.3,4.28,6,4,5
1.64,7.49,1,7,7
1.2,6.89,6,6,4
0.41,4.77,1,4,5
0.31,4.34,3,7,5
0.31,4.39,2,4,1
1.71,7.73,2,6,7
0.6,5.51,3,1,6
0.3,4.31,1,3,4
1.21,6.88,1,1,2
1.22,6.76,1,4,6
0.7,5.78,3,3,6
0.25,4.1,3,3,2
0.71,5.81,2,3,7
1.13,6.75,2,3,2
1.01,6.38,6,4,5
0.4,4.76,2,2,3
1.12,6.5,6,7,6
0.4,4.73,1,1,6
0.7,5.79,2,3,6
0.31,4.37,2,5,4
0.29,4.32,2,3,5
0.8,5.93,1,3,6
0.33,4.45,1,3,6
0.37,4.66,2,2,4
1.52,7.48,1,6,6
0.71,5.77,2,3,4
1.01,6.34,1,7,4
1.23,6.91,2,4,3
0.34,4.45,2,4,5
1.07,6.5,2,2,7
2.11,8.1,1,2,7
0.3,4.34,2,3,2
0.7,5.7,3,3,1
0.7,5.66,1,3,6
1.13,6.58,1,5,8
1.0,6.32,3,2,5
0.59,5.47,1,2,6
1.16,6.81,2,4,5
1.92,7.92,3,2,7
0.7,5.7,3,4,5
0.4,4.75,2,1,3
0.3,4.33,2,5,3
0.9,6.15,3,3,6
1.2,6.87,2,7,4
1.53,7.39,2,1,5
